"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"NIFTYBEES","EQ","24-Sep-2025","284.35","282.01","284.81","282.01","282.95","282.88","283.22","42,65,674","1,20,81,03,297.38","39,355","27,79,090","65.15"
"NIFTYBEES","EQ","25-Sep-2025","282.88","283.69","283.69","281.01","281.37","281.24","282.00","30,36,126","85,61,96,754.44","39,339","18,69,299","61.57"
"NIFTYBEES","EQ","26-Sep-2025","281.24","281.69","281.69","278.49","278.89","278.74","279.37","55,97,250","1,56,37,26,326.46","58,738","44,61,285","79.70"
"NIFTYBEES","EQ","29-Sep-2025","278.74","279.99","280.25","278.19","279.26","278.54","279.11","42,01,038","1,17,25,40,616.52","47,426","26,17,820","62.31"
"NIFTYBEES","EQ","30-Sep-2025","278.54","279.99","279.99","277.25","277.90","277.52","277.95","90,51,079","2,51,57,77,306.91","60,063","78,01,477","86.19"
"NIFTYBEES","EQ","01-Oct-2025","277.52","276.66","280.63","270.58","280.60","280.51","279.39","49,24,597","1,37,58,78,358.98","48,979","31,79,136","64.56"
"NIFTYBEES","EQ","03-Oct-2025","280.51","280.89","281.31","279.08","281.30","281.16","280.48","48,67,050","1,36,51,08,768.08","51,365","32,56,039","66.90"
"NIFTYBEES","EQ","06-Oct-2025","281.16","281.58","283.20","280.70","283.20","283.07","282.00","55,11,685","1,55,42,75,916.74","87,994","34,88,410","63.29"
"NIFTYBEES","EQ","07-Oct-2025","283.07","283.49","284.50","282.64","283.67","283.41","283.78","62,04,149","1,76,05,99,207.56","42,586","35,58,576","57.36"
"NIFTYBEES","EQ","08-Oct-2025","283.41","283.75","284.18","282.01","282.48","282.38","283.01","56,58,365","1,60,14,00,305.28","44,809","35,01,795","61.89"
"NIFTYBEES","EQ","09-Oct-2025","282.38","282.88","284.24","282.24","284.00","284.05","283.47","39,85,452","1,12,97,53,013.96","33,929","27,03,635","67.84"
"NIFTYBEES","EQ","10-Oct-2025","284.05","284.78","285.95","282.01","285.59","285.52","285.45","39,12,389","1,11,67,80,192.55","39,842","27,92,635","71.38"
"NIFTYBEES","EQ","13-Oct-2025","285.52","285.15","285.15","283.69","284.90","284.64","284.32","39,39,547","1,12,01,09,047.32","59,502","22,94,948","58.25"
"NIFTYBEES","EQ","14-Oct-2025","284.64","286.39","286.39","282.92","283.70","283.69","284.00","49,83,304","1,41,52,70,455.32","38,987","24,34,508","48.85"
"NIFTYBEES","EQ","15-Oct-2025","283.69","284.28","286.45","283.73","286.15","286.07","285.74","56,44,935","1,61,29,59,328.57","37,510","33,70,323","59.71"
"NIFTYBEES","EQ","16-Oct-2025","286.07","277.49","289.00","277.49","288.51","288.70","287.90","84,82,862","2,44,22,24,383.20","39,129","60,35,565","71.15"
"NIFTYBEES","EQ","17-Oct-2025","288.70","288.69","290.95","287.86","290.23","290.17","289.79","1,05,88,073","3,06,83,13,333.46","45,999","64,34,180","60.77"
"NIFTYBEES","EQ","20-Oct-2025","290.17","292.49","292.54","289.01","292.00","291.86","291.68","76,01,294","2,21,71,41,461.63","56,406","48,56,668","63.89"
"NIFTYBEES","EQ","21-Oct-2025","291.86","292.92","292.92","291.49","291.65","291.87","292.13","18,18,933","53,13,58,518.02","31,657","12,90,061","70.95"
"NIFTYBEES","EQ","23-Oct-2025","291.87","293.13","295.38","291.88","292.60","292.39","293.95","83,27,299","2,44,78,08,186.37","54,887","59,73,633","71.74"
"NIFTYBEES","EQ","24-Oct-2025","292.39","294.99","294.99","290.14","291.20","291.04","291.47","59,56,293","1,73,61,08,946.14","40,725","32,00,496","53.73"
"NIFTYBEES","EQ","27-Oct-2025","291.04","294.18","294.33","290.01","293.30","293.35","293.26","64,59,908","1,89,44,43,094.80","48,653","39,83,521","61.67"
"NIFTYBEES","EQ","28-Oct-2025","293.35","294.99","294.99","292.00","293.15","293.10","292.98","56,95,772","1,66,87,50,494.80","37,645","36,50,919","64.10"
"NIFTYBEES","EQ","29-Oct-2025","293.10","291.01","294.90","291.01","294.80","294.50","294.36","58,29,864","1,71,60,97,255.85","35,901","41,43,701","71.08"
"NIFTYBEES","EQ","30-Oct-2025","294.50","294.99","294.99","291.91","292.75","292.58","292.88","45,22,400","1,32,45,24,386.47","37,883","30,84,678","68.21"
"NIFTYBEES","EQ","31-Oct-2025","292.58","295.00","295.00","290.90","291.17","291.08","291.73","44,43,200","1,29,62,30,684.13","36,859","27,90,944","62.81"
"NIFTYBEES","EQ","03-Nov-2025","291.08","292.79","292.79","290.05","291.30","291.35","291.14","67,86,625","1,97,58,32,583.62","68,726","51,18,879","75.43"
"NIFTYBEES","EQ","04-Nov-2025","291.35","291.54","291.64","289.50","289.59","289.59","290.03","52,83,417","1,53,23,62,832.69","58,990","40,27,505","76.23"
"NIFTYBEES","EQ","06-Nov-2025","289.59","290.40","290.40","287.98","288.45","288.24","288.80","68,69,446","1,98,38,65,763.25","69,089","46,39,522","67.54"
"NIFTYBEES","EQ","07-Nov-2025","288.24","288.24","289.16","286.35","288.70","288.44","287.57","58,82,266","1,69,15,68,703.17","46,962","35,12,932","59.72"
"NIFTYBEES","EQ","10-Nov-2025","288.44","289.89","290.30","288.13","289.77","289.49","289.59","48,84,041","1,41,43,62,721.64","54,338","31,61,038","64.72"
"NIFTYBEES","EQ","11-Nov-2025","289.49","287.01","291.08","287.01","291.00","290.82","289.55","38,12,506","1,10,39,08,971.92","34,371","20,18,848","52.95"
"NIFTYBEES","EQ","12-Nov-2025","290.82","292.29","293.10","291.55","292.75","292.72","292.52","42,19,988","1,23,44,13,443.60","30,501","25,79,334","61.12"
"NIFTYBEES","EQ","13-Nov-2025","292.72","293.21","293.75","291.75","293.00","292.39","292.93","55,61,716","1,62,91,85,518.77","38,006","31,34,179","56.35"
"NIFTYBEES","EQ","14-Nov-2025","292.39","290.84","293.25","290.84","293.00","292.83","292.18","47,17,609","1,37,83,87,718.07","34,568","25,34,170","53.72"
"NIFTYBEES","EQ","17-Nov-2025","292.83","301.61","301.61","292.74","294.00","293.97","293.67","46,15,578","1,35,54,41,932.63","45,324","33,75,414","73.13"
"NIFTYBEES","EQ","18-Nov-2025","293.97","294.89","294.89","292.50","292.95","292.97","293.17","39,69,744","1,16,38,19,651.75","38,481","24,89,145","62.70"
"NIFTYBEES","EQ","19-Nov-2025","292.97","292.97","294.55","292.40","294.40","294.37","293.61","44,75,990","1,31,42,08,524.58","31,383","22,48,858","50.24"
"NIFTYBEES","EQ","20-Nov-2025","294.37","293.19","296.37","292.32","295.95","295.64","295.55","75,04,990","2,21,80,63,840.20","40,864","60,69,960","80.88"
"NIFTYBEES","EQ","21-Nov-2025","295.64","295.89","295.89","294.10","294.33","294.32","294.82","45,39,993","1,33,84,69,002.33","33,101","30,38,834","66.93"
"NIFTYBEES","EQ","24-Nov-2025","294.32","295.12","295.44","292.72","293.19","293.30","294.33","49,23,046","1,44,90,15,153.52","43,373","27,44,154","55.74"
"NIFTYBEES","EQ","25-Nov-2025","293.30","294.22","294.28","292.25","292.80","292.68","293.27","50,56,637","1,48,29,43,526.38","38,266","36,19,895","71.59"
"NIFTYBEES","EQ","26-Nov-2025","292.68","293.99","296.20","291.91","296.17","296.01","295.38","51,02,629","1,50,71,90,601.23","29,704","32,78,910","64.26"
"NIFTYBEES","EQ","27-Nov-2025","296.01","296.01","297.45","295.48","296.59","296.42","296.75","59,85,585","1,77,62,27,557.16","36,116","40,16,111","67.10"
"NIFTYBEES","EQ","28-Nov-2025","296.42","297.24","297.24","296.02","296.46","296.49","296.65","37,89,563","1,12,41,86,091.87","31,289","29,18,771","77.02"
"NIFTYBEES","EQ","01-Dec-2025","296.49","297.28","298.15","295.66","296.29","296.10","296.55","70,35,148","2,08,62,90,171.06","67,878","47,88,519","68.07"
"NIFTYBEES","EQ","02-Dec-2025","296.10","296.18","296.99","294.01","294.96","294.66","294.98","53,34,774","1,57,36,55,274.26","48,069","39,42,898","73.91"
"NIFTYBEES","EQ","03-Dec-2025","294.66","294.88","294.99","292.92","294.15","293.80","293.42","65,64,296","1,92,60,75,407.34","51,689","43,40,943","66.13"
"NIFTYBEES","EQ","04-Dec-2025","293.80","294.24","294.98","293.11","294.53","294.37","294.14","54,68,826","1,60,85,80,740.43","33,646","30,95,900","56.61"
"NIFTYBEES","EQ","05-Dec-2025","294.37","299.90","301.72","293.82","296.20","296.01","295.57","58,45,131","1,72,76,35,949.56","39,543","34,17,699","58.47"
"NIFTYBEES","EQ","08-Dec-2025","296.01","296.28","296.49","292.84","293.25","293.45","294.31","71,01,555","2,09,00,28,899.81","79,898","52,58,585","74.05"
"NIFTYBEES","EQ","09-Dec-2025","293.45","302.25","302.25","291.30","292.38","292.35","292.24","70,15,783","2,05,03,02,125.65","63,160","45,33,108","64.61"
"NIFTYBEES","EQ","10-Dec-2025","292.35","290.00","293.55","290.00","291.60","291.56","292.27","58,28,665","1,70,35,45,333.83","45,029","42,79,115","73.42"
"NIFTYBEES","EQ","11-Dec-2025","291.56","292.99","293.37","290.82","293.03","292.93","292.36","41,74,292","1,22,03,97,558.85","34,507","28,16,977","67.48"
"NIFTYBEES","EQ","12-Dec-2025","292.93","293.40","294.90","293.08","294.85","294.69","294.36","53,78,596","1,58,32,26,232.64","33,442","36,66,509","68.17"
"NIFTYBEES","EQ","15-Dec-2025","294.69","294.99","294.99","293.01","294.60","294.54","294.05","39,20,394","1,15,27,85,077.84","52,344","25,19,289","64.26"
"NIFTYBEES","EQ","16-Dec-2025","294.54","294.28","294.30","292.50","292.65","292.66","293.09","46,67,150","1,36,78,95,744.84","47,512","37,65,457","80.68"
"NIFTYBEES","EQ","17-Dec-2025","292.66","292.66","293.29","290.80","291.85","291.71","291.78","1,01,15,469","2,95,15,31,123.32","50,372","74,00,122","73.16"
"NIFTYBEES","EQ","18-Dec-2025","291.71","284.50","292.83","284.50","291.96","291.84","291.82","38,81,769","1,13,27,88,256.91","36,972","25,55,166","65.82"
"NIFTYBEES","EQ","19-Dec-2025","291.84","293.84","293.84","292.28","293.45","293.44","293.31","30,02,632","88,07,14,719.40","26,235","20,39,878","67.94"
"NIFTYBEES","EQ","22-Dec-2025","293.44","295.25","295.73","293.85","295.68","295.69","295.35","90,92,048","2,68,53,55,019.10","48,821","63,16,916","69.48"
"NIFTYBEES","EQ","23-Dec-2025","295.69","296.98","296.98","295.27","295.65","295.68","295.82","37,47,050","1,10,84,63,035.41","29,540","25,25,600","67.40"
"NIFTYBEES","EQ","24-Dec-2025","295.68","295.68","296.38","294.76","295.54","295.50","295.76","32,52,373","96,19,16,173.44","28,481","23,08,765","70.99"
"NIFTYBEES","EQ","26-Dec-2025","295.50","296.99","296.99","294.20","294.45","294.46","294.57","35,02,261","1,03,16,49,615.19","47,520","22,69,850","64.81"
"NIFTYBEES","EQ","29-Dec-2025","294.46","294.46","295.28","292.76","293.36","293.15","293.64","57,96,571","1,70,20,87,615.84","63,779","38,13,739","65.79"
"NIFTYBEES","EQ","30-Dec-2025","293.15","293.54","293.58","291.95","293.50","293.32","292.44","80,60,541","2,35,72,23,405.18","40,093","55,66,649","69.06"
"NIFTYBEES","EQ","31-Dec-2025","293.32","294.08","295.70","293.06","295.28","295.31","294.76","56,77,730","1,67,35,74,946.37","30,486","36,35,498","64.03"
"NIFTYBEES","EQ","01-Jan-2026","295.31","296.19","296.19","294.91","295.37","295.33","295.47","36,47,078","1,07,76,13,900.38","48,225","22,82,146","62.57"
"NIFTYBEES","EQ","02-Jan-2026","295.33","294.91","297.99","294.91","297.99","297.55","297.08","69,59,353","2,06,74,57,488.09","48,926","48,76,520","70.07"
"NIFTYBEES","EQ","05-Jan-2026","297.55","297.55","298.00","296.02","296.40","296.41","297.15","83,11,788","2,46,98,30,852.94","81,220","56,11,798","67.52"
"NIFTYBEES","EQ","06-Jan-2026","296.41","297.79","297.79","295.28","296.19","296.02","296.21","67,89,022","2,01,10,08,314.55","90,436","48,07,490","70.81"
"NIFTYBEES","EQ","07-Jan-2026","296.02","296.14","296.23","295.00","295.75","295.72","295.50","38,07,973","1,12,52,49,638.79","44,812","26,81,514","70.42"
"NIFTYBEES","EQ","08-Jan-2026","295.72","295.72","295.98","292.61","292.95","292.93","293.82","61,94,291","1,82,00,18,125.93","72,853","50,05,283","80.80"
"NIFTYBEES","EQ","09-Jan-2026","292.93","291.01","293.89","290.00","291.15","290.59","291.41","84,42,130","2,46,01,60,957.60","85,619","64,58,740","76.51"
"NIFTYBEES","EQ","12-Jan-2026","290.59","291.99","292.09","288.40","292.05","291.87","290.13","90,96,409","2,63,91,21,081.13","92,987","62,04,445","68.21"
"NIFTYBEES","EQ","13-Jan-2026","291.87","293.48","293.48","289.90","291.24","291.13","291.04","53,65,914","1,56,16,69,594.76","62,064","33,86,354","63.11"
"NIFTYBEES","EQ","14-Jan-2026","291.13","291.13","291.99","289.90","291.10","290.66","291.05","55,77,083","1,62,31,88,399.36","46,864","39,94,844","71.63"
"NIFTYBEES","EQ","16-Jan-2026","290.66","291.89","292.90","290.28","290.90","291.04","291.84","60,31,692","1,76,02,91,443.95","57,130","42,93,735","71.19"
"NIFTYBEES","EQ","19-Jan-2026","291.04","290.98","291.15","288.81","289.34","289.63","289.37","74,09,667","2,14,41,68,323.19","75,134","52,12,119","70.34"
"NIFTYBEES","EQ","20-Jan-2026","289.63","290.89","290.89","285.60","287.00","286.28","287.59","93,66,361","2,69,36,58,798.34","1,13,175","73,92,959","78.93"
"NIFTYBEES","EQ","21-Jan-2026","286.28","285.00","287.49","282.40","286.00","284.95","284.66","1,21,56,217","3,46,04,28,471.03","1,02,892","76,47,534","62.91"
"NIFTYBEES","EQ","22-Jan-2026","284.95","287.89","288.09","285.10","287.03","286.61","286.54","75,25,121","2,15,62,57,006.06","53,463","52,66,090","69.98"
"NIFTYBEES","EQ","23-Jan-2026","286.61","288.07","288.07","283.65","284.00","283.91","285.19","83,46,651","2,38,03,62,441.57","75,733","64,48,839","77.26"
"NIFTYBEES","EQ","27-Jan-2026","283.91","284.00","285.99","282.40","285.89","285.22","284.04","82,92,101","2,35,53,25,248.13","87,489","50,29,139","60.65"
"NIFTYBEES","EQ","28-Jan-2026","285.22","286.99","286.99","285.22","286.74","286.61","286.10","68,35,320","1,95,56,08,712.81","48,666","43,98,536","64.35"
"NIFTYBEES","EQ","29-Jan-2026","286.61","287.99","287.99","284.29","287.49","287.37","285.97","94,64,480","2,70,65,16,804.19","56,285","51,68,913","54.61"
"NIFTYBEES","EQ","30-Jan-2026","287.37","286.44","287.37","285.01","286.75","286.73","286.41","70,40,728","2,01,65,07,958.98","56,615","47,95,495","68.11"
